Sex,Height
Male,173.6548884274
Male,183.81963131860002
Male,170.6680651656
Male,171.530408907
Male,174.29132268920003
Male,174.1371949812
Male,178.5624545584
Male,175.01832176859998
Male,176.23032414519997
Male,184.43277131660003
Male,171.61729387420002
Male,175.86045869240002
Male,177.957724221
Male,176.034643104
Male,189.705215204
Male,171.587663047
Male,170.30151258400002
Male,184.7652112664
Male,173.624659989
Male,170.41423140860002
Male,188.491408513
Male,154.48348717160002
Male,176.8702832412
Male,172.03575224480002
Male,177.2668271268
Male,177.7744806454
Male,163.670933389
Male,164.6009972388
Male,176.68119908800003
Male,172.7266152776
Male,179.04808612460002
Male,188.0967691702
Male,182.407497262
Male,170.8699029382
Male,171.6834123856
Male,158.22852509679998
Male,182.765364212
Male,173.7736439938
Male,176.697626538
Male,180.5662176578
Male,183.2072172272
Male,184.2549695386
Male,164.4132233954
Male,180.2371030506
Male,179.6594334922
Male,168.53291495279998
Male,179.5230754718
Male,169.81139243139998
Male,178.23842777439998
Male,181.9021018288
Male,178.4167526146
Male,172.3292469334
Male,183.10481646680003
Male,174.97271401120003
Male,177.1280231118
Male,176.0990801608
Male,174.14490837699998
Male,174.3222231608
Male,188.1964674214
Male,183.8418345762
Male,173.7747390386
Male,174.2717416768
Male,165.2437348662
Male,191.9539943996
Male,178.6659786084
Male,186.4982545364
Male,186.12978991900002
Male,165.9937979584
Male,189.7033716974
Male,175.1464114286
Male,177.1062237142
Male,170.02411128460002
Male,187.94809044800002
Male,179.15687262280002
Male,184.8398711628
Male,176.86823069259998
Male,177.1650823722
Male,169.3192018994
Male,174.9435765282
Male,172.4705939964
Male,182.805136167
Male,191.6810812802
Male,161.7083062754
Male,175.5262007376
Male,180.4740576186
Male,192.27449035499998
Male,180.6976029424
Male,177.603937781
Male,172.1627282672
Male,172.6843768556
Male,179.73485122300002
Male,166.71543311660002
Male,187.5883032072
Male,182.3517360324
Male,157.9091819204
Male,164.61025993299998
Male,159.4053686918
Male,175.263805936
Male,177.086496982
Male,171.6006234224
Male,186.1265864202
Male,177.2228025768
Male,180.0508068268
Male,171.5036375864
Male,180.4724572154
Male,178.7614890092
Male,179.828511818
Male,176.3959128412
Male,165.3302800322
Male,184.45075764080002
Male,175.180446184
Male,169.01360494899998
Male,192.5803623112
Male,183.5899724434
Male,169.80944112720002
Male,161.66628576
Male,173.6851393956
Male,176.86766582199996
Male,184.6696952268
Male,187.2943378312
Male,167.47345443519998
Male,169.2344855842
Male,173.9133531632
Male,186.58632771560002
Male,160.4864484448
Male,172.569069009
Male,189.7624156992
Male,164.18147034100002
Male,180.8437230972
Male,171.185890419
Male,171.1135861186
Male,179.92638274240002
Male,174.0306376886
Male,180.6982616152
Male,170.6833237584
Male,179.6205459398
Male,175.7294668538
Male,186.55331548799998
Male,181.990789434
Male,177.6602645162
Male,189.73199848800002
Male,172.38386960800003
Male,182.0948070822
Male,183.3902538944
Male,172.97113909639998
Male,169.10021229420002
Male,178.2845536664
Male,194.1997083232
Male,167.9999106594
Male,167.4488423686
Male,182.4940342746
Male,175.5588497452
Male,186.3304290656
Male,175.3936757042
Male,182.53924693500002
Male,182.518018123
Male,154.4291694494
Male,175.37142121480002
Male,173.50457082100002
Male,180.3215458078
Male,182.73371865680002
Male,177.651547033
Male,182.6567822854
Male,180.36003618040002
Male,183.596098009
Male,168.3413915614
Male,173.3510451184
Male,183.8134300356
Male,171.43876088099998
Male,179.7105818532
Male,182.038134907
Male,181.6683293474
Male,167.84309583459998
Male,179.0043699306
Male,180.2141207242
Male,169.23622601760002
Male,165.7720953284
Male,177.1020266182
Male,182.5084541086
Male,170.10109723680003
Male,175.8461498056
Male,165.744323959
Male,184.64595671700002
Male,184.9473225354
Male,169.1068898018
Male,158.97090801640002
Male,172.1302628762
Male,173.94607707539998
Male,172.0291641706
Male,194.6085666876
Male,186.88125125579998
Male,171.8331442934
Male,177.1772788172
Male,166.90492366979998
Male,174.67301212139998
Male,179.5751946462
Male,175.7884923136
Male,189.5699212658
Male,178.7007268244
Male,173.01380601640003
Male,180.584127274
Male,177.75716914839998
Male,165.7897689278
Male,171.90741313139998
Male,188.1312760608
Male,174.6478414326
Male,175.9010320174
Male,174.7670736808
Male,172.07355188980003
Male,181.53732356420002
Male,179.46428567319998
Male,173.65720879359998
Male,181.5331861582
Male,176.2202146404
Male,189.1245843358
Male,183.587532621
Male,185.6084185716
Male,172.99740505859998
Male,171.2670224132
Male,179.88643598459998
Male,170.7913750028
Male,180.9080136976
Male,167.1219667968
Male,163.8829525484
Male,171.39165934960002
Male,181.2458353232
Male,173.16781840840002
Male,171.3816709774
Male,166.7685782478
Male,171.9589093708
Male,158.0104246948
Male,171.31050449539998
Male,176.7308891842
Male,177.61265272420002
Male,174.90714701
Male,180.1964889586
Male,181.79979733439998
Male,168.9173632314
Male,175.28834802560002
Male,172.8939771476
Male,178.86668851940001
Male,180.90344367880002
Male,178.2716805146
Male,168.8632576246
Male,178.7885698034
Male,174.8696269428
Male,176.6992207436
Male,175.80323990920002
Male,182.06321275879998
Male,174.00984987139998
Male,177.9507006892
Male,180.09551090300002
Male,170.47047653360002
Male,171.776350376
Male,180.3080298328
Male,169.8714300812
Male,173.9327395862
Male,168.31832345919997
Male,167.0659905054
Male,163.731818586
Male,167.2716054104
Male,177.55300125600002
Male,175.60137727
Male,179.0233245028
Male,186.7086944254
Male,183.6795295414
Male,187.3218275908
Male,186.7946081982
Male,160.2599873788
Male,183.55840054819998
Male,180.64248242780002
Male,182.894501876
Male,169.42683828559998
Male,161.471385083
Male,179.57295065780002
Male,192.23433209139998
Male,173.1318521862
Male,178.37214008
Male,181.7757514084
Male,182.01045538399998
Male,189.6629042904
Male,169.6847650494
Male,172.7824056664
Male,173.26138697919998
Male,183.0313620544
Male,169.430650343
Male,165.353074551
Male,173.2981410586
Male,178.5050776602
Male,175.24220493779998
Male,184.9567962782
Male,179.0275523836
Male,175.9334546348
Male,167.93987773400002
Male,154.8554771312
Male,167.85058743759998
Male,176.11927679299998
Male,179.8227169096
Male,164.6974817042
Male,169.9638309632
Male,180.8393306752
Male,171.857474547
Male,173.9801789376
Male,170.5360723892
Male,172.79917766740002
Male,180.41776705299998
Male,166.6872991876
Male,174.4447485698
Male,183.5510826558
Male,177.31047903340001
Male,168.6512460852
Male,171.67902730420002
Male,180.5663029764
Male,167.182742977
Male,174.1445694394
Male,177.08535019739998
Male,183.0202258308
Male,171.83742612380001
Male,177.19771149160002
Male,169.96749168739998
Male,182.1024566986
Male,175.346525354
Male,174.3450153428
Male,173.256669234
Male,171.33893044820002
Male,173.1371512358
Male,180.20496336379998
Male,179.543068523
Male,180.2576670684
Male,189.495856847
Male,164.969306586
Male,171.1773081146
Male,179.513274069
Male,182.1270863674
Male,179.5226476596
Male,179.003141231
Male,173.79590968460002
Male,178.8619415896
Male,182.0579726118
Male,172.4772308894
Male,160.0356976318
Male,169.67382605679998
Male,167.6846828418
Male,164.87100713819999
Male,173.99828296540002
Male,177.8627747792
Male,163.95438893079998
Male,184.0522809168
Male,177.70833665780003
Male,176.0713713262
Male,176.716079892
Male,176.972894593
Male,175.8422165648
Male,163.6989047072
Male,171.3260716982
Male,186.6769472448
Male,180.2601510614
Male,189.7266277088
Male,173.19776554179998
Male,177.4342966928
Male,170.68167794
Male,172.31815269600006
Male,180.0275472594
Male,180.9575036164
Male,189.13598586240002
Male,176.6653016852
Male,179.3418448208
Male,172.5818997174
Male,183.35242039119998
Male,172.9045388486
Male,174.3464257032
Male,174.8262092496
Male,172.77127820580003
Male,187.02383367320002
Male,171.0773083654
Male,187.558386376
Male,168.54962690820003
Male,183.3208333576
Male,181.3776361264
Male,179.4989125026
Male,167.2289497934
Male,182.28513019660002
Male,180.00666668140002
Male,177.4032851216
Male,178.8382213678
Male,179.8970308072
Male,169.35604193240002
Male,167.6068985422
Male,174.0587274724
Male,173.5126418996
Male,173.3876381364
Male,168.847927099
Male,163.48069988580002
Male,174.6791938718
Male,183.9817148908
Male,180.2181025298
Male,184.17394099860002
Male,178.76985355940002
Male,183.7374258188
Male,183.02387827459998
Male,177.89427207460002
Male,175.8760530224
Male,163.4984114582
Male,176.5171416564
Male,164.104570317
Male,181.3851461444
Male,174.6346284288
Male,171.49450039360002
Male,176.37845923120003
Male,168.9972545372
Male,172.9484512576
Male,172.76845852640002
Male,168.0839764806
Male,179.8431984282
Male,173.2597695326
Male,179.5623558098
Male,182.6184933856
Male,181.0498328958
Male,165.3515496112
Male,168.8818796346
Male,182.935815484
Male,173.6420519278
Male,177.602244236
Male,185.896907479
Male,174.35593863820003
Male,177.2929144508
Male,166.1685981676
Male,174.7178980108
Male,168.33699632
Male,183.8644253616
Male,172.82062547820001
Male,182.2713238742
Male,180.1371671062
Male,184.64688544260002
Male,180.55300432380002
Male,178.03201457280002
Male,181.899270567
Male,192.99218284900002
Male,181.1011271798
Male,169.968754042
Male,180.6286069158
Male,179.3198870542
Male,174.010792821
Male,162.1655927878
Male,174.80135336840002
Male,170.4274416438
Male,168.4695557704
Male,177.8661910284
Male,166.7304730916
Male,170.768528668
Male,181.08658567979998
Male,176.43049885279999
Male,174.99842869179997
Male,176.8291200012
Male,175.609715709
Male,174.27477507179998
Male,164.64573532560001
Male,170.04029746
Male,175.1065405152
Male,162.6404885106
Male,170.010019263
Male,177.1616054932
Male,180.5794542074
Male,185.54597223980002
Male,188.84649317240002
Male,178.2695881134
Male,181.67836552240001
Male,174.9529835706
Male,171.896673986
Male,182.1208355544
Male,174.73180905740003
Male,169.38496145800002
Male,185.56849627399998
Male,186.7984443094
Male,182.44255261479998
Male,194.24111486980001
Male,180.1704556604
Male,183.99633190499998
Male,183.131950347
Male,173.296501895
Male,172.11064038560002
Male,156.8818538252
Male,174.4852729236
Male,181.553472554
Male,181.9984308208
Male,182.2487501068
Male,183.2924124086
Male,178.9379714858
Male,173.3728994308
Male,169.6790672198
Male,171.3302690736
Male,177.245025113
Male,171.3184881726
Male,166.85978771740002
Male,156.9601289544
Male,186.96524631260002
Male,163.0209666422
Male,176.08513939620002
Male,178.82799814720002
Male,160.1604657338
Male,171.97039065340002
Male,196.714414673
Male,176.9735199664
Male,180.7840269504
Male,172.6523099398
Male,175.16319452940002
Male,190.14670530399997
Male,166.9688656298
Male,171.31040332720002
Male,167.44396828639998
Male,171.86044578820002
Male,177.0011271756
Male,181.1565490908
Male,181.2498550002
Male,165.81816127640002
Male,181.7179276734
Male,170.342874833
Male,162.310178046
Male,180.7594918458
Male,173.4808717574
Male,174.73390895160003
Male,152.3539372778
Male,173.6395123088
Male,173.3767674444
Male,190.5252585982
Male,173.85332821340003
Male,165.0631658344
Male,179.61685082399998
Male,189.05347332739998
Male,158.1744397592
Male,169.9381471436
Male,178.2825980188
Male,180.53752563999998
Male,193.33635368720002
Male,181.04282264819997
Male,176.12961068139998
Male,172.83886176380003
Male,176.0116674324
Male,186.6676605476
Male,168.45525739919998
Male,182.5580608166
Male,170.9587000936
Male,174.9515236802
Male,179.7982053508
Male,177.7603886238
Male,171.854138257
Male,175.6726734952
Male,175.8026265246
Male,172.7215900146
Male,168.5585546526
Male,171.885390417
Male,172.17272641839998
Male,169.83212099040003
Male,180.0018483522
Male,183.5015979948
Male,171.7193888948
Male,177.03405792
Male,172.8834463076
Male,160.3203640932
Male,179.0838604498
Male,188.716718578
Male,168.9572154504
Male,178.98278465500002
Male,171.8393067906
Male,173.54392385379998
Male,191.85435680359998
Male,166.314797672
Male,181.26937573840002
Male,183.324847599
Male,171.24233140340002
Male,161.8062898996
Male,183.108344095
Male,166.40460282639998
Male,162.5883784548
Male,169.31511183900002
Male,184.4305909552
Male,170.1964595302
Male,176.9544725318
Male,165.29944969000002
Male,175.8142405476
Male,170.80916457860002
Male,178.3459657864
Male,170.612712749
Male,176.37162564059997
Male,179.5612976204
Male,165.24523874940002
Male,173.6643305726
Male,168.69769199179999
Male,180.6350886402
Male,178.90202258640002
Male,172.0895112178
Male,174.8078299366
Male,184.56758997
Male,200.656805569
Male,170.6269697944
Male,169.5084029688
Male,170.2971368752
Male,187.9930364084
Male,165.5946685306
Male,171.5188382164
Male,172.134007268
Male,176.1745505966
Male,176.3664867634
Male,165.0519576526
Male,172.815843217
Male,183.80768094880003
Male,178.1393595448
Male,172.7078087874
Male,170.28309799040002
Male,185.83676281899997
Male,179.2607833116
Male,175.660755739
Male,187.9261926508
Male,176.3938324034
Male,176.45457335380001
Male,181.6907771308
Male,183.6023681768
Male,172.15038722000003
Male,172.211492254
Male,180.43041236680003
Male,173.72371656
Male,174.6884656846
Male,180.9344508812
Male,171.318980069
Male,169.81606229759998
Male,168.1073110034
Male,169.86226304340002
Male,174.22119387339998
Male,162.5057996004
Male,168.8670903322
Male,167.30820361
Male,175.8004541388
Male,186.7466697622
Male,165.60511283280002
Male,178.65401683399998
Male,177.20132418440002
Male,179.52820652580002
Male,172.513359951
Male,182.5840910668
Male,180.6634966098
Male,170.3779451718
Male,172.7793706712
Male,172.6390572612
Male,169.86956970900002
Male,178.785738567
Male,186.8602975004
Male,167.14865457680003
Male,179.23501600219998
Male,172.9382386796
Male,196.76254551399998
Male,183.87952157220002
Male,166.21262800079998
Male,167.407659596
Male,192.085039629
Male,176.894255431
Male,177.113565508
Male,175.2870298926
Male,175.285957149
Male,174.49336505879998
Male,178.85272380260002
Male,172.4376600262
Male,181.66694349800002
Male,172.3134245876
Male,178.5452040468
Male,179.9015517532
Male,175.6585110902
Male,188.3355579738
Male,176.2630363988
Male,184.398063893
Male,176.09719131519998
Male,163.2197583706
Male,158.54282215679999
Male,168.2219029002
Male,163.1627494676
Male,183.0966608062
Male,178.4308346794
Male,167.20361733200002
Male,191.0309158292
Male,186.595524192
Male,169.23752314479998
Male,170.5977615216
Male,172.69513817520001
Male,162.87690818000002
Male,178.2494666906
Male,176.58732030700003
Male,181.88640135219998
Male,173.4255085458
Male,189.3940867432
Male,184.4880911196
Male,185.4354867864
Male,182.7797917168
Male,175.982423752
Male,171.09964324580002
Male,170.90503388140002
Male,178.0390569514
Male,163.41545317860002
Male,177.4669624136
Male,162.5419636632
Male,169.4005136748
Male,183.9853095242
Male,176.9783816788
Male,171.8106521616
Male,173.7737572524
Male,183.10697770200002
Male,178.42253418800001
Male,181.2798325628
Male,180.60277636040001
Male,176.2141705834
Male,178.1478459642
Male,170.8950782244
Male,179.68742967699998
Male,168.5735527684
Male,170.7538617682
Male,173.4049048786
Male,173.15305643640002
Male,171.888899046
Male,168.84608547200003
Male,194.4859547408
Male,175.16737750299998
Male,184.0137243264
Male,172.8253102034
Male,169.4622511688
Male,179.50919310179998
Male,181.54141492000002
Male,181.81968881100002
Male,171.2511252898
Male,176.61533335739998
Male,179.7420797582
Male,171.710762877
Male,180.94523094600004
Male,176.73856783280002
Male,186.34936395280002
Male,186.6859673182
Male,176.3013865126
Male,182.3412209658
Male,171.7017535986
Male,171.88445275060002
Male,174.22002930879998
Male,181.2359367146
Male,172.5561878816
Male,171.292639253
Male,177.7854963968
Male,174.03464949160002
Male,169.39938507660003
Male,173.942524479
Male,187.9291504808
Male,186.2686334056
Male,184.3044730718
Male,171.89487558980002
Male,177.644010853
Male,165.9263390128
Male,173.14191007820003
Male,175.9274079616
Male,177.879859251
Male,175.3334465638
Male,175.6213732676
Male,169.626755742
Male,176.413505313
Male,181.4985943554
Male,178.6940738786
Male,183.10397745400002
Male,175.8969705066
Male,169.41881376519999
Male,172.90953419040002
Male,161.0745213606
Male,171.2658874142
Male,179.094877395
Male,174.40552858220002
Male,170.5003843986
Male,176.5670929154
Male,152.24417011100002
Male,172.7841616192
Male,171.7661722404
Male,176.9560190108
Male,171.069019558
Male,170.7914178018
Male,181.3031172254
Male,174.4983160014
Male,161.03434811099999
Male,183.435589821
Male,177.6279677812
Male,163.80352011899998
Male,181.81968083540002
Male,177.06832203739998
Male,177.71926912260002
Male,183.525341483
Male,182.3601094472
Male,170.0908510292
Male,173.40329622040002
Male,170.2712597108
Male,166.98206921020002
Male,175.5725669136
Male,180.754582991
Male,173.2525950486
Male,176.4619966816
Male,173.08769281300002
Male,161.18550439999999
Male,171.47884942160002
Male,167.4808739276
Male,182.6101035878
Male,164.6025168446
Male,182.19321267659998
Male,166.88952913620003
Male,185.05952226020003
Male,178.36585672959998
Male,166.529522541
Male,171.4424184556
Male,164.6457753052
Male,176.780893453
Male,171.886840503
Male,182.64274459440003
Male,168.78817776460002
Male,172.9892452578
Male,165.2978708006
Male,185.60282145300002
Male,169.3075622986
Male,170.0108704424
Male,176.816994981
Male,175.5254262154
Male,166.32598390820002
Male,164.3929204388
Male,175.33744820680002
Male,159.89033561620002
Male,172.72879805199997
Male,171.5137679954
Male,165.592728758
Male,177.217498117
Male,190.1959823708
Male,171.8885377818
Male,179.0436361716
Male,163.7928913366
Male,188.96954593619998
Male,165.3389239062
Male,181.38331597279998
Male,181.9948716712
Male,170.1903537258
Male,176.1400436806
Male,174.0829201088
Male,184.4235514214
Male,173.319150821
Male,180.6872100498
Male,173.5421158056
Male,179.2562492846
Male,175.3381601942
Male,173.39713044660002
Male,180.77335346399997
Male,178.6247370856
Male,157.755946489
Male,175.6539896616
Male,163.2137690252
Male,176.5536828076
Male,186.905082882
Male,186.449607796
Male,168.0628216842
Male,182.5250939788
Male,174.2098468298
Male,169.2217580252
Male,178.5333963996
Male,178.8218909204
Male,186.65773049380002
Male,163.4747443224
Male,172.1563275942
Male,182.4819277456
Male,175.04738378820002
Male,172.8607165588
Male,161.9767219946
Male,169.90374525660002
Male,174.71103698820002
Male,172.2211534996
Male,160.71380481000003
Male,171.1409313776
Male,162.7198985626
Male,188.04787828500002
Male,181.14683356540002
Male,178.83996947199998
Male,176.682483566
Male,158.360658767
Male,181.23715030120002
Male,180.0067710754
Male,161.9355381298
Male,169.381995881
Male,170.3192006106
Male,184.7560249754
Male,161.21993204260002
Male,180.7732921738
Male,163.739957762
Male,168.67814603140002
Male,170.6984363774
Male,180.9839791794
Male,168.88019607180001
Male,182.1776661748
Male,172.6691048008
Male,171.6560615386
Male,172.8091420366
Male,165.00798187060002
Male,174.0959904916
Male,172.59512732620001
Male,195.0881128456
Male,167.03927349000003
Male,178.72809728020002
Male,173.5138000126
Male,176.5026865418
Male,181.6001962096
Male,155.5161447964
Male,177.86109055600002
Male,193.0231352382
Male,166.9795014734
Male,171.09649295999998
Male,178.8156806966
Male,168.6159491022
Male,172.35560926320002
Male,192.26355756
Male,156.1109732486
Male,150.8268498824
Male,168.6378515222
Male,180.57198371180002
Male,176.72449249899998
Male,170.9054190978
Male,186.999059961
Male,178.958998317
Male,165.440780878
Male,173.6345833372
Male,164.70960547980002
Male,180.74487721920002
Male,159.5454148176
Male,166.64627188839998
Male,185.3333352508
Male,167.7524408978
Male,178.66628759940002
Male,164.9475736094
Male,167.3180146394
Male,164.1194981002
Male,170.1381805256
Male,177.84954191260002
Male,165.367824458
Male,170.83836276760002
Male,182.829224003
Male,173.9829756554
Male,180.20566935680003
Male,164.2945875392
Male,175.4648929354
Male,170.3010811142
Male,170.52334424600002
Male,177.1463109848
Male,174.99210444739998
Male,178.4436384638
Male,158.2608938662
Male,178.97351281680002
Male,161.8359763782
Male,186.5874092984
